Player,MP-Standard Stats,Starts-Standard Stats,Min-Standard Stats,90s-Standard Stats,Gls-Standard Stats,Ast-Standard Stats,G+A-Standard Stats,G-PK-Standard Stats,PK-Standard Stats,PKatt-Standard Stats,CrdY-Standard Stats,CrdR-Standard Stats,xG-Standard Stats,npxG-Standard Stats,xAG-Standard Stats,npxG+xAG-Standard Stats,PrgC-Standard Stats,PrgP-Standard Stats,PrgR-Standard Stats,Gls.1-Standard Stats,Ast.1-Standard Stats,G+A.1-Standard Stats,G-PK.1-Standard Stats,G+A-PK-Standard Stats,xG.1-Standard Stats,xAG.1-Standard Stats,xG+xAG-Standard Stats,npxG.1-Standard Stats,npxG+xAG.1-Standard Stats,90s-Miscellaneous Stats,CrdY-Miscellaneous Stats,CrdR-Miscellaneous Stats,2CrdY-Miscellaneous Stats,Fls-Miscellaneous Stats,Fld-Miscellaneous Stats,Off-Miscellaneous Stats,Crs-Miscellaneous Stats,Int-Miscellaneous Stats,TklW-Miscellaneous Stats,PKwon-Miscellaneous Stats,PKcon-Miscellaneous Stats,OG-Miscellaneous Stats,Recov-Miscellaneous Stats,Won-Miscellaneous Stats,Lost-Miscellaneous Stats,Won%-Miscellaneous Stats,90s-Shooting,Gls-Shooting,Sh-Shooting,SoT-Shooting,SoT%-Shooting,Sh/90-Shooting,SoT/90-Shooting,G/Sh-Shooting,G/SoT-Shooting,Dist-Shooting,FK-Shooting,PK-Shooting,PKatt-Shooting,xG-Shooting,npxG-Shooting,npxG/Sh-Shooting,G-xG-Shooting,np:G-xG-Shooting,90s-Goal and Shot Creation,SCA-Goal and Shot Creation,SCA90-Goal and Shot Creation,PassLive-Goal and Shot Creation,PassDead-Goal and Shot Creation,TO-Goal and Shot Creation,Sh-Goal and Shot Creation,Fld-Goal and Shot Creation,Def-Goal and Shot Creation,GCA-Goal and Shot Creation,GCA90-Goal and Shot Creation,PassLive.1-Goal and Shot Creation,PassDead.1-Goal and Shot Creation,TO.1-Goal and Shot Creation,Sh.1-Goal and Shot Creation,Fld.1-Goal and Shot Creation,Def.1-Goal and Shot Creation,90s-Passing,Cmp-Passing,Att-Passing,Cmp%-Passing,TotDist-Passing,PrgDist-Passing,Cmp.1-Passing,Att.1-Passing,Cmp%.1-Passing,Cmp.2-Passing,Att.2-Passing,Cmp%.2-Passing,Cmp.3-Passing,Att.3-Passing,Cmp%.3-Passing,Ast-Passing,xAG-Passing,xA-Passing,A-xAG-Passing,KP-Passing,1/3-Passing,PPA-Passing,CrsPA-Passing,PrgP-Passing,90s-Pass Types,Att-Pass Types,Live-Pass Types,Dead-Pass Types,FK-Pass Types,TB-Pass Types,Sw-Pass Types,Crs-Pass Types,TI-Pass Types,CK-Pass Types,In-Pass Types,Out-Pass Types,Str-Pass Types,Cmp-Pass Types,Off-Pass Types,Blocks-Pass Types,MP-Playing Time,Min-Playing Time,Mn/MP-Playing Time,Min%-Playing Time,90s-Playing Time,Starts-Playing Time,Mn/Start-Playing Time,Compl-Playing Time,Subs-Playing Time,Mn/Sub-Playing Time,unSub-Playing Time,PPM-Playing Time,onG-Playing Time,onGA-Playing Time,+/--Playing Time,+/-90-Playing Time,On-Off-Playing Time,onxG-Playing Time,onxGA-Playing Time,xG+/--Playing Time,xG+/-90-Playing Time,On-Off.1-Playing Time,90s-Defensive Actions,Tkl-Defensive Actions,TklW-Defensive Actions,Def 3rd-Defensive Actions,Mid 3rd-Defensive Actions,Att 3rd-Defensive Actions,Tkl.1-Defensive Actions,Att-Defensive Actions,Tkl%-Defensive Actions,Lost-Defensive Actions,Blocks-Defensive Actions,Sh-Defensive Actions,Pass-Defensive Actions,Int-Defensive Actions,Tkl+Int-Defensive Actions,Clr-Defensive Actions,Err-Defensive Actions
Everaldo,31.0,21.0,1785.0,19.8,1.0,5.0,6.0,1.0,0.0,0.0,8.0,0.0,1.2,1.2,2.2,3.5,54.0,52.0,101.0,0.05,0.25,0.3,0.05,0.3,0.09,0.16,0.25,0.09,0.25,19.8,8,0,0,30,50,8,75,8,24,0.0,0.0,0,65.0,8.0,11.0,42.1,19.8,1,24,4,16.7,1.21,0.2,0.04,0.25,20.4,0.0,0,0,1.2,1.2,0.06,-0.2,-0.2,19.8,50.0,3.65,35.0,3.0,1.0,4.0,7.0,0.0,6.0,0.44,6.0,0.0,0.0,0.0,0.0,0.0,19.8,328.0,430.0,76.3,5115.0,1489.0,186.0,208.0,89.4,107.0,146.0,73.3,25.0,43.0,58.1,5,2.2,2.0,2.8,21.0,28.0,16.0,5.0,52.0,19.8,430.0,405.0,23.0,3.0,1.0,3.0,75,15.0,5.0,1.0,2.0,0.0,328.0,2.0,13.0,31.0,1785.0,58.0,39.4,19.8,21.0,70.0,3.0,10.0,32.0,9,0.71,27.0,37.0,-10.0,-0.5,0.32,16.3,26.3,-10.0,-0.73,-0.48,19.8,22.0,24,12.0,8.0,2.0,12.0,28.0,42.9,16.0,12.0,0.0,12.0,8,28,5.0,0.0
Rodriguinho,26.0,20.0,1709.0,19.0,2.0,4.0,6.0,2.0,0.0,0.0,4.0,0.0,0.6,0.6,2.8,3.4,50.0,36.0,96.0,0.11,0.21,0.32,0.11,0.32,0.04,0.2,0.24,0.04,0.24,19.0,4,0,0,28,28,3,87,11,30,0.0,0.0,0,72.0,16.0,19.0,45.7,19.0,2,13,4,30.8,0.68,0.21,0.15,0.5,20.7,0.0,0,0,0.6,0.6,0.05,1.4,1.4,19.0,30.0,2.17,22.0,7.0,1.0,0.0,0.0,0.0,3.0,0.22,3.0,0.0,0.0,0.0,0.0,0.0,19.0,470.0,641.0,73.3,7594.0,2700.0,261.0,295.0,88.5,150.0,197.0,76.1,41.0,96.0,42.7,4,2.8,3.2,1.2,21.0,27.0,20.0,9.0,36.0,19.0,641.0,531.0,110.0,14.0,4.0,10.0,87,85.0,11.0,4.0,7.0,0.0,470.0,0.0,23.0,26.0,1709.0,66.0,37.7,19.0,20.0,81.0,10.0,6.0,16.0,7,1.0,29.0,33.0,-4.0,-0.21,0.78,13.2,23.9,-10.7,-0.77,-0.55,19.0,24.0,30,17.0,7.0,0.0,13.0,38.0,34.2,25.0,18.0,2.0,16.0,11,33,21.0,0.0
Lucas Kal,26.0,20.0,1608.0,17.9,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.3,0.3,1.0,1.4,21.0,86.0,13.0,0.06,0.06,0.11,0.06,0.11,0.02,0.08,0.1,0.02,0.1,17.9,4,0,0,24,6,0,10,21,14,0.0,0.0,0,65.0,8.0,13.0,38.1,17.9,1,13,4,30.8,0.73,0.22,0.08,0.25,27.0,0.0,0,0,0.3,0.3,0.03,-0.3,-0.3,17.9,29.0,2.11,29.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,17.9,499.0,606.0,82.3,8673.0,3219.0,225.0,252.0,89.3,208.0,240.0,86.7,50.0,79.0,63.3,1,1.0,0.9,0.0,11.0,76.0,10.0,2.0,86.0,17.9,606.0,572.0,32.0,29.0,3.0,4.0,10,1.0,0.0,0.0,0.0,0.0,499.0,2.0,8.0,26.0,1608.0,62.0,35.5,17.9,20.0,75.0,8.0,6.0,19.0,14,0.89,24.0,37.0,-13.0,-0.73,-0.05,15.9,24.7,-8.8,-0.64,-0.34,17.9,17.0,14,13.0,3.0,1.0,10.0,31.0,32.3,21.0,13.0,5.0,8.0,21,32,24.0,0.0
Breno,30.0,18.0,1556.0,17.3,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,1.3,1.3,0.5,1.8,28.0,80.0,39.0,0.17,0.0,0.17,0.17,0.17,0.1,0.04,0.14,0.1,0.14,17.3,2,0,0,38,16,1,6,17,29,0.0,0.0,0,83.0,10.0,12.0,45.5,17.3,3,32,9,28.1,1.85,0.52,0.09,0.33,22.9,0.0,0,0,1.3,1.3,0.06,-0.3,-0.3,17.3,27.0,2.09,21.0,0.0,2.0,3.0,0.0,1.0,2.0,0.16,1.0,0.0,0.0,1.0,0.0,0.0,17.3,491.0,590.0,83.2,8052.0,2221.0,244.0,278.0,87.8,183.0,214.0,85.5,45.0,58.0,77.6,0,0.5,0.6,-0.5,8.0,59.0,8.0,2.0,80.0,17.3,590.0,567.0,19.0,14.0,1.0,5.0,6,1.0,0.0,0.0,0.0,0.0,491.0,4.0,10.0,30.0,1556.0,52.0,34.3,17.3,18.0,66.0,1.0,12.0,30.0,9,1.0,18.0,31.0,-13.0,-0.75,-0.09,14.8,16.2,-1.4,-0.11,0.48,17.3,31.0,29,11.0,16.0,4.0,13.0,43.0,30.2,30.0,20.0,1.0,19.0,17,41,11.0,0.0
Martín Benítez,26.0,18.0,1449.0,16.1,4.0,8.0,12.0,4.0,0.0,0.0,5.0,0.0,2.5,2.5,4.0,6.6,26.0,77.0,56.0,0.25,0.5,0.75,0.25,0.75,0.2,0.32,0.53,0.2,0.53,16.1,5,0,0,17,56,4,73,8,12,0.0,0.0,0,57.0,4.0,9.0,30.8,16.1,4,50,11,22.0,3.11,0.68,0.08,0.36,24.6,6.0,0,0,2.5,2.5,0.07,0.5,0.5,16.1,75.0,6.03,39.0,14.0,9.0,3.0,10.0,0.0,6.0,0.48,4.0,1.0,0.0,1.0,0.0,0.0,16.1,386.0,561.0,68.8,7015.0,2676.0,178.0,222.0,80.2,129.0,181.0,71.3,62.0,117.0,53.0,8,4.0,3.5,4.0,29.0,59.0,16.0,5.0,77.0,16.1,561.0,470.0,88.0,41.0,7.0,12.0,73,7.0,32.0,9.0,17.0,1.0,386.0,3.0,13.0,26.0,1449.0,56.0,32.0,16.1,18.0,67.0,3.0,8.0,31.0,6,0.69,24.0,36.0,-12.0,-0.75,-0.07,16.5,22.1,-5.5,-0.45,-0.03,16.1,11.0,12,5.0,3.0,3.0,4.0,14.0,28.6,10.0,7.0,0.0,7.0,8,17,3.0,0.0
Mateus Pasinato,16.0,16.0,1395.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,1,0,0,0,2,0,0,0,0,0.0,0.0,0,14.0,3.0,1.0,75.0,15.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,15.5,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,184.0,246.0,74.8,5679.0,4441.0,27.0,27.0,100.0,84.0,86.0,97.7,73.0,131.0,55.7,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,15.5,246.0,155.0,89.0,20.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,184.0,2.0,0.0,16.0,1395.0,87.0,30.8,15.5,16.0,87.0,15.0,0.0,,19,1.26,28.0,29.0,-1.0,-0.06,0.91,13.1,15.3,-2.1,-0.21,0.29,15.5,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,6.0,2.0
Júlio César,17.0,14.0,1332.0,14.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.2,3.0,21.0,1.0,0.0,0.07,0.07,0.0,0.07,0.03,0.01,0.04,0.03,0.04,14.8,2,0,0,19,6,0,1,17,17,0.0,0.0,0,24.0,21.0,10.0,67.7,14.8,0,5,0,0.0,0.34,0.0,0.0,,14.9,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,14.8,4.0,0.61,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.3,1.0,0.0,1.0,0.0,0.0,0.0,14.8,271.0,313.0,86.6,4814.0,2084.0,107.0,120.0,89.2,144.0,157.0,91.7,18.0,28.0,64.3,1,0.0,0.1,1.0,1.0,15.0,0.0,0.0,21.0,14.8,313.0,298.0,14.0,9.0,0.0,1.0,1,5.0,0.0,0.0,0.0,0.0,271.0,1.0,1.0,17.0,1332.0,78.0,29.4,14.8,14.0,90.0,11.0,3.0,24.0,15,1.24,23.0,24.0,-1.0,-0.07,0.89,6.7,13.2,-6.5,-0.99,-0.68,14.8,9.0,17,6.0,3.0,0.0,7.0,9.0,77.8,2.0,15.0,10.0,5.0,17,13,41.0,0.0
Nicolas,17.0,12.0,1076.0,12.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,0.4,15.0,17.0,24.0,0.08,0.17,0.25,0.08,0.25,0.03,0.02,0.05,0.03,0.05,12.0,1,0,0,11,8,2,39,16,11,0.0,0.0,0,51.0,8.0,7.0,53.3,12.0,1,11,5,45.5,0.92,0.42,0.09,0.2,29.5,4.0,0,0,0.2,0.2,0.03,0.8,0.8,12.0,15.0,1.87,9.0,5.0,0.0,1.0,0.0,0.0,1.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0,12.0,188.0,286.0,65.7,3172.0,1776.0,101.0,121.0,83.5,64.0,93.0,68.8,17.0,45.0,37.8,2,0.2,0.2,1.8,7.0,13.0,3.0,1.0,17.0,12.0,286.0,225.0,60.0,3.0,0.0,2.0,39,52.0,5.0,1.0,3.0,0.0,188.0,1.0,15.0,17.0,1076.0,63.0,23.8,12.0,12.0,81.0,5.0,5.0,21.0,14,0.83,18.0,23.0,-5.0,-0.42,0.36,12.3,11.4,0.9,0.11,0.68,12.0,12.0,11,9.0,3.0,0.0,5.0,14.0,35.7,9.0,19.0,5.0,14.0,16,23,28.0,0.0
Jori,11.0,11.0,990.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1,0,0,1,2,0,0,0,1,0.0,1.0,0,9.0,10.0,1.0,90.9,11.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,11.0,2.0,0.18,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,198.0,272.0,72.8,5331.0,4039.0,43.0,43.0,100.0,83.0,83.0,100.0,69.0,143.0,48.3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,272.0,147.0,125.0,30.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,198.0,0.0,0.0,11.0,990.0,90.0,21.9,11.0,11.0,90.0,11.0,0.0,,6,0.55,12.0,25.0,-13.0,-1.18,-0.22,11.1,22.2,-11.1,-1.01,-0.82,11.0,1.0,1,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0,1,9.0,0.0
Aloísio dos Santos Gonçalves,17.0,13.0,989.0,11.0,4.0,2.0,6.0,2.0,2.0,2.0,4.0,0.0,4.1,2.7,0.7,3.4,6.0,9.0,49.0,0.36,0.18,0.55,0.18,0.36,0.52,0.09,0.61,0.34,0.43,11.0,4,0,0,22,11,8,10,4,5,0.0,0.0,0,23.0,8.0,16.0,33.3,11.0,4,38,11,28.9,3.46,1.0,0.05,0.18,20.5,2.0,2,2,4.1,2.7,0.08,-1.1,-1.7,11.0,26.0,3.26,16.0,0.0,5.0,3.0,2.0,0.0,4.0,0.5,2.0,0.0,0.0,2.0,0.0,0.0,11.0,99.0,161.0,61.5,1312.0,322.0,55.0,82.0,67.1,28.0,39.0,71.8,4.0,8.0,50.0,2,0.7,0.7,1.3,5.0,7.0,4.0,1.0,9.0,11.0,161.0,138.0,21.0,0.0,0.0,2.0,10,0.0,0.0,0.0,0.0,0.0,99.0,2.0,9.0,17.0,989.0,58.0,21.8,11.0,13.0,66.0,1.0,4.0,34.0,0,0.94,14.0,19.0,-5.0,-0.46,0.31,10.8,12.6,-1.9,-0.23,0.25,11.0,5.0,5,1.0,2.0,2.0,2.0,16.0,12.5,14.0,5.0,1.0,4.0,4,7,4.0,0.0
Daniel Borges,15.0,9.0,889.0,9.9,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.1,0.1,1.5,1.6,19.0,45.0,37.0,0.0,0.1,0.1,0.0,0.1,0.01,0.17,0.18,0.01,0.18,9.9,2,1,0,16,4,0,48,14,13,0.0,0.0,0,50.0,5.0,12.0,29.4,9.9,0,3,0,0.0,0.3,0.0,0.0,,25.8,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,9.9,22.0,2.48,18.0,2.0,2.0,0.0,0.0,0.0,2.0,0.23,2.0,0.0,0.0,0.0,0.0,0.0,9.9,381.0,494.0,77.1,6686.0,2767.0,177.0,196.0,90.3,159.0,197.0,80.7,39.0,86.0,45.3,1,1.5,1.8,-0.5,9.0,35.0,15.0,10.0,45.0,9.9,494.0,407.0,87.0,12.0,0.0,8.0,48,75.0,0.0,0.0,0.0,0.0,381.0,0.0,9.0,15.0,889.0,59.0,19.6,9.9,9.0,83.0,5.0,6.0,24.0,6,0.6,6.0,22.0,-16.0,-1.62,-1.15,8.2,15.7,-7.5,-0.85,-0.55,9.9,18.0,13,9.0,7.0,2.0,8.0,14.0,57.1,6.0,9.0,3.0,6.0,14,32,30.0,0.0
Rodrigo Varanda,20.0,6.0,859.0,9.5,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,1.6,1.6,1.2,2.8,18.0,20.0,39.0,0.21,0.21,0.42,0.21,0.42,0.27,0.21,0.48,0.27,0.48,9.5,2,0,0,15,9,8,15,3,9,0.0,0.0,0,28.0,5.0,14.0,26.3,9.5,2,27,11,40.7,2.83,1.15,0.07,0.18,19.0,0.0,0,0,1.6,1.6,0.08,0.4,0.4,9.5,25.0,4.35,19.0,0.0,2.0,3.0,0.0,1.0,5.0,0.87,5.0,0.0,0.0,0.0,0.0,0.0,9.5,136.0,173.0,78.6,1767.0,505.0,81.0,90.0,90.0,38.0,52.0,73.1,4.0,8.0,50.0,2,1.2,0.9,0.8,9.0,16.0,6.0,2.0,20.0,9.5,173.0,158.0,14.0,1.0,2.0,0.0,15,10.0,0.0,0.0,0.0,0.0,136.0,1.0,7.0,20.0,859.0,43.0,19.0,9.5,6.0,72.0,2.0,14.0,30.0,3,1.0,19.0,14.0,5.0,0.52,1.5,9.7,7.6,2.1,0.37,0.94,9.5,8.0,9,3.0,2.0,3.0,4.0,15.0,26.7,11.0,9.0,0.0,9.0,3,8,5.0,0.0
Mateus Henrique,16.0,11.0,811.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.2,0.2,0.6,0.8,7.0,18.0,23.0,0.0,0.11,0.11,0.0,0.11,0.03,0.09,0.13,0.03,0.13,9.0,3,1,0,22,17,0,31,14,14,0.0,1.0,0,31.0,7.0,3.0,70.0,9.0,0,3,0,0.0,0.33,0.0,0.0,,13.5,0.0,0,0,0.2,0.2,0.07,-0.2,-0.2,9.0,12.0,2.01,11.0,0.0,1.0,0.0,0.0,0.0,3.0,0.5,2.0,0.0,1.0,0.0,0.0,0.0,9.0,196.0,275.0,71.3,3324.0,1305.0,90.0,110.0,81.8,79.0,109.0,72.5,18.0,39.0,46.2,1,0.6,0.6,0.4,6.0,17.0,6.0,3.0,18.0,9.0,275.0,226.0,48.0,1.0,0.0,2.0,31,47.0,0.0,0.0,0.0,0.0,196.0,1.0,7.0,16.0,811.0,51.0,17.9,9.0,11.0,65.0,1.0,5.0,20.0,13,1.13,15.0,15.0,0.0,0.0,0.85,8.7,8.4,0.3,0.05,0.57,9.0,12.0,14,9.0,3.0,0.0,6.0,15.0,40.0,9.0,14.0,5.0,9.0,14,17,22.0,0.0
Marcinho,12.0,10.0,800.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.9,1.1,12.0,40.0,23.0,0.0,0.0,0.0,0.0,0.0,0.03,0.1,0.13,0.03,0.13,8.9,4,0,0,16,1,0,46,17,7,0.0,0.0,0,43.0,8.0,9.0,47.1,8.9,0,8,1,12.5,0.9,0.11,0.0,0.0,28.0,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2,8.9,18.0,2.03,14.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,317.0,474.0,66.9,5899.0,2388.0,135.0,158.0,85.4,133.0,179.0,74.3,39.0,110.0,35.5,0,0.9,1.3,-0.9,8.0,32.0,16.0,8.0,40.0,8.9,474.0,397.0,76.0,8.0,2.0,10.0,46,65.0,3.0,0.0,2.0,0.0,317.0,1.0,11.0,12.0,800.0,67.0,17.7,8.9,10.0,76.0,4.0,2.0,20.0,9,0.5,10.0,21.0,-11.0,-1.24,-0.28,12.1,13.4,-1.3,-0.14,0.37,8.9,11.0,7,7.0,3.0,1.0,6.0,22.0,27.3,16.0,14.0,5.0,9.0,17,28,32.0,1.0
Matheusinho,14.0,7.0,614.0,6.8,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.6,0.6,0.4,1.0,2.0,14.0,23.0,0.29,0.15,0.44,0.29,0.44,0.23,0.15,0.38,0.23,0.38,6.8,0,0,0,8,14,1,14,2,5,0.0,0.0,0,25.0,1.0,4.0,20.0,6.8,2,20,10,50.0,2.93,1.47,0.1,0.2,19.4,0.0,0,0,0.6,0.6,0.1,-0.6,-0.6,6.8,11.0,4.3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,73.0,103.0,70.9,1179.0,431.0,33.0,39.0,84.6,34.0,46.0,73.9,5.0,9.0,55.6,1,0.4,0.3,0.6,7.0,10.0,3.0,1.0,14.0,6.8,103.0,100.0,2.0,0.0,0.0,0.0,14,1.0,1.0,0.0,1.0,0.0,73.0,1.0,4.0,14.0,614.0,44.0,13.6,6.8,7.0,66.0,1.0,7.0,21.0,2,0.64,14.0,15.0,-1.0,-0.15,0.63,3.8,4.5,-0.8,-0.3,0.14,6.8,5.0,5,3.0,1.0,1.0,1.0,3.0,33.3,2.0,4.0,0.0,4.0,2,6,0.0,0.0
Wanderson,8.0,6.0,571.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.02,0.02,6.3,0,0,0,11,1,0,0,5,4,0.0,0.0,0,15.0,17.0,8.0,68.0,6.3,0,2,1,50.0,0.32,0.16,0.0,0.0,12.3,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,6.3,1.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,121.0,166.0,72.9,2660.0,1137.0,38.0,43.0,88.4,61.0,76.0,80.3,22.0,45.0,48.9,0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,10.0,6.3,166.0,157.0,8.0,8.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,121.0,1.0,1.0,8.0,571.0,71.0,12.6,6.3,6.0,87.0,5.0,2.0,25.0,16,1.0,7.0,11.0,-4.0,-0.63,0.07,5.9,8.0,-2.1,-0.38,0.05,6.3,5.0,4,4.0,0.0,1.0,1.0,7.0,14.3,6.0,6.0,4.0,2.0,5,9,28.0,0.0
Renato Marques,13.0,5.0,560.0,6.2,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,1.3,1.3,0.6,1.9,11.0,9.0,21.0,0.48,0.16,0.64,0.48,0.64,0.22,0.11,0.33,0.22,0.33,6.2,2,0,0,12,6,5,3,2,2,0.0,0.0,0,13.0,8.0,16.0,33.3,6.2,3,15,6,40.0,2.41,0.96,0.2,0.5,18.1,0.0,0,0,1.3,1.3,0.09,1.7,1.7,6.2,9.0,1.57,8.0,0.0,1.0,0.0,0.0,0.0,2.0,0.35,2.0,0.0,0.0,0.0,0.0,0.0,6.2,73.0,118.0,61.9,1060.0,257.0,42.0,57.0,73.7,26.0,39.0,66.7,2.0,8.0,25.0,1,0.6,0.5,0.4,5.0,5.0,3.0,0.0,9.0,6.2,118.0,99.0,17.0,1.0,1.0,1.0,3,1.0,0.0,0.0,0.0,0.0,73.0,2.0,6.0,13.0,560.0,43.0,12.4,6.2,5.0,63.0,1.0,8.0,30.0,10,0.93,10.0,16.0,-6.0,-0.96,-0.31,6.4,12.1,-5.7,-0.99,-0.67,6.2,4.0,2,3.0,1.0,0.0,2.0,5.0,40.0,3.0,1.0,0.0,1.0,2,6,5.0,0.0
Pedrinho,10.0,5.0,516.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.4,1.2,29.0,20.0,29.0,0.0,0.0,0.0,0.0,0.0,0.16,0.09,0.25,0.16,0.25,5.7,0,0,0,4,7,1,18,7,1,0.0,0.0,0,23.0,2.0,1.0,66.7,5.7,0,15,4,26.7,2.62,0.7,0.0,0.0,17.1,0.0,0,0,0.7,0.7,0.05,-0.7,-0.7,5.7,12.0,2.63,10.0,0.0,1.0,0.0,1.0,0.0,1.0,0.22,0.0,0.0,0.0,0.0,1.0,0.0,5.7,88.0,127.0,69.3,1465.0,453.0,44.0,53.0,83.0,33.0,44.0,75.0,8.0,16.0,50.0,0,0.4,0.5,-0.4,4.0,8.0,7.0,4.0,20.0,5.7,127.0,119.0,7.0,0.0,1.0,3.0,18,5.0,2.0,1.0,0.0,0.0,88.0,1.0,6.0,10.0,516.0,52.0,11.4,5.7,5.0,76.0,1.0,5.0,27.0,3,0.3,4.0,14.0,-10.0,-1.74,-1.18,4.5,6.5,-2.1,-0.45,-0.03,5.7,5.0,1,2.0,3.0,0.0,2.0,9.0,22.2,7.0,1.0,0.0,1.0,7,11,2.0,0.0
Óscar Méndez,11.0,6.0,511.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,5,0,0,13,7,0,1,8,14,0.0,0.0,0,15.0,2.0,1.0,66.7,5.7,0,8,2,25.0,1.41,0.35,0.0,0.0,34.0,0.0,0,0,0.0,0.0,0.01,0.0,0.0,5.7,1.0,0.35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,57.0,74.0,77.0,867.0,313.0,28.0,33.0,84.8,20.0,26.0,76.9,5.0,9.0,55.6,0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,5.7,74.0,72.0,2.0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,57.0,0.0,1.0,11.0,511.0,46.0,11.3,5.7,6.0,67.0,2.0,5.0,22.0,12,0.63,4.0,15.0,-11.0,-1.94,-1.4,2.0,4.3,-2.4,-0.82,-0.42,5.7,8.0,14,0.0,8.0,0.0,4.0,10.0,40.0,6.0,3.0,1.0,2.0,8,12,11.0,0.0
